comment,preprocessed_comment
Stuart Farm is a fantastic guy that is very easy to get along with. Greets you with a smile every day and is excited to see you each and every day and tries to make the class fun. Defenitly introduce yourself to him. He is confusing in his explaining of concepts. He tends to over-explain where it gets confusing. He is a very respectable person.,"['stuart', 'farm', 'fantastic', 'guy', 'easy', 'get', 'along', 'greets', 'smile', 'every', 'day', 'excited', 'see', 'every', 'day', 'tries', 'make', 'class', 'fun', 'defenitly', 'introduce', 'confusing', 'explaining', 'concepts', 'tends', 'overexplain', 'gets', 'confusing', 'respectable', 'person']"
"Stuart Farm is a nice guy and cares about his students, but that doesn't result in effective teaching or keeping the class engaged. He doesn't seem to understand that students taking Math146 are the least likely to raise there hand and contribute, and you can't have a discussion with 100 people. For grades, watch him like a hawk and email him ASAP.","['stuart', 'farm', 'nice', 'guy', 'cares', 'students', 'nt', 'result', 'effective', 'teaching', 'keeping', 'class', 'engaged', 'nt', 'seem', 'understand', 'students', 'taking', 'least', 'likely', 'raise', 'hand', 'contribute', 'ca', 'nt', 'discussion', 'people', 'grades', 'watch', 'like', 'hawk', 'email', 'asap']"
"Mr. Farm is a good teacher, but is not quite clear on the types of questions we need to go over. The homework and in-class assignments are a lot tougher than the actual exams.","['mr', 'farm', 'good', 'teacher', 'quite', 'clear', 'types', 'questions', 'need', 'go', 'homework', 'inclass', 'assignments', 'lot', 'tougher', 'actual', 'exams']"
"Mr. Farm was a nice guy and tried to make everyone laugh. But points wise I had an A, because of his curve I had a C. He never explained anything and if you asked him a question he never seemed to answer it. I would avoid taking his class, unless you want to fail. ","['mr', 'farm', 'nice', 'guy', 'tried', 'make', 'everyone', 'laugh', 'points', 'wise', 'curve', 'c', 'never', 'explained', 'anything', 'asked', 'question', 'never', 'seemed', 'answer', 'would', 'avoid', 'taking', 'class', 'unless', 'want', 'fail']"
"Professor Farm is a nice guy and wants you to do well, but he is very confusing. Avoid him if possible. I took Math93 with him, and although it's very simple math, he makes if somehow difficult. I hadn't had math since my junior year of high school, so I had to take this. His explanations make things more difficult. Have to teach yourself. ","['professor', 'farm', 'nice', 'guy', 'wants', 'well', 'confusing', 'avoid', 'possible', 'took', 'although', 'simple', 'math', 'makes', 'somehow', 'difficult', 'nt', 'math', 'since', 'junior', 'year', 'high', 'school', 'take', 'explanations', 'make', 'things', 'difficult', 'teach']"
"His class was not too bad, but he tries very hard to get the attention of his students by cracking corny jokes. I skipped class most of the time, and did not miss much. ","['class', 'bad', 'tries', 'hard', 'get', 'attention', 'students', 'cracking', 'corny', 'jokes', 'skipped', 'class', 'time', 'miss', 'much']"
"Gives easy examples in class when teaching, then when it comes to web assign homework its harder stuff that he never taught, only teaches the basic examples and expects you to take it from there on your own.","['gives', 'easy', 'examples', 'class', 'teaching', 'comes', 'web', 'assign', 'homework', 'harder', 'stuff', 'never', 'taught', 'teaches', 'basic', 'examples', 'expects', 'take']"
"Open a new tab, go on Campus Connection and change to a different calc 147 class with a different teacher. RIGHT NOW.  Trust me and everyone else on here who has taken this class. Gave me multiple zero's on test problems for not doing the question 'his way' even thought the answer was correct. ","['open', 'new', 'tab', 'go', 'campus', 'connection', 'change', 'different', 'calc', 'class', 'different', 'teacher', 'right', 'trust', 'everyone', 'else', 'taken', 'class', 'gave', 'multiple', 'zero', 'test', 'problems', 'question', 'way', 'even', 'thought', 'answer', 'correct']"
"Mr. Farm knows math and he wants you to learn.  Don't expect him to just give you the answers. He will answer any and every question and clarify anything you need.  Attend class, do the assignments and you'll do fine.  Gives 2 tests (10 questions each) and final (15 questions). Super nice, nerdy guy who's motto is 'Math on!' ","['mr', 'farm', 'knows', 'math', 'wants', 'learn', 'nt', 'expect', 'give', 'answers', 'answer', 'every', 'question', 'clarify', 'anything', 'need', 'attend', 'class', 'assignments', 'fine', 'gives', 'tests', 'questions', 'final', 'questions', 'super', 'nice', 'nerdy', 'guy', 'motto', 'math']"
"Terrible at teaching, absolutely no help when asking questions, and was rude to his own students.","['terrible', 'teaching', 'absolutely', 'help', 'asking', 'questions', 'rude', 'students']"
"Mr. Farm is in the top 3 of the worst teachers I have ever had. He assigns work that you did not cover on web assign (the worst way to do math homework). He is not very helpful, and is very odd. Avoid this professor at all costs, he will make an easy subject hard to comprehend.","['mr', 'farm', 'top', 'worst', 'teachers', 'ever', 'assigns', 'work', 'cover', 'web', 'assign', 'worst', 'way', 'math', 'homework', 'helpful', 'odd', 'avoid', 'professor', 'costs', 'make', 'easy', 'subject', 'hard', 'comprehend']"
"Like others have said, he seems like a great guy, and is very willing to help his students.  That said, he spends most of every lecture period answering questions from current or previous assignments and then only lectures on new material for 10 min.  So I basically have had to teach myself the material which makes it super tough and time consuming","['like', 'others', 'said', 'seems', 'like', 'great', 'guy', 'willing', 'help', 'students', 'said', 'spends', 'every', 'lecture', 'period', 'answering', 'questions', 'current', 'previous', 'assignments', 'lectures', 'new', 'material', 'min', 'basically', 'teach', 'material', 'makes', 'super', 'tough', 'time', 'consuming']"
"Is a very nice teacher, but hard to understand his lectures. He expects you to know too much coming into the class, and goes far over the students head's while lecturing. WebAssign assignments are long and hard as he doesn't go over any of it in class. Lots of out of class homework. ","['nice', 'teacher', 'hard', 'understand', 'lectures', 'expects', 'know', 'much', 'coming', 'class', 'goes', 'far', 'students', 'head', 'lecturing', 'webassign', 'assignments', 'long', 'hard', 'nt', 'go', 'class', 'lots', 'class', 'homework']"
"Seems like a nice guy, but he expects you to know calculus coming into the class and doesn't give much for notes. ","['seems', 'like', 'nice', 'guy', 'expects', 'know', 'calculus', 'coming', 'class', 'nt', 'give', 'much', 'notes']"
"Annoying, not helpful. Incredibly unclear.","['annoying', 'helpful', 'incredibly', 'unclear']"
  He tries his best to make sure everyone gets the help they need.  He tries to make lecture fun. He gives a lot of homework but will extend deadline to the amount of time you need to get done.  He is a good guy.,"['tries', 'best', 'make', 'sure', 'everyone', 'gets', 'help', 'need', 'tries', 'make', 'lecture', 'fun', 'gives', 'lot', 'homework', 'extend', 'deadline', 'amount', 'time', 'need', 'get', 'done', 'good', 'guy']"
The amount of homework is absolutely ridiculous and he doesn't explain anything very well in calss,"['amount', 'homework', 'absolutely', 'ridiculous', 'nt', 'explain', 'anything', 'well', 'calss']"
I got an A in my high school precalc class. I decided to retake this after being out of school for nearly 2 years. I only managed a D in this class. I could not understand anything he was teaching. My girlfriend didn't even know and she was in calc 2. Over taught everything beyond most of the class' knowledge. ,"['got', 'high', 'school', 'precalc', 'class', 'decided', 'retake', 'school', 'nearly', 'years', 'managed', 'class', 'could', 'understand', 'anything', 'teaching', 'girlfriend', 'nt', 'even', 'know', 'calc', 'taught', 'everything', 'beyond', 'class', 'knowledge']"
Mr. Farm is hands down just not clear in any area of the classes he teaches. It seems that there is about a 5050 split between students who get what he is teaching and those who don't. I would not recommend taking a class with him.,"['mr', 'farm', 'hands', 'clear', 'area', 'classes', 'teaches', 'seems', 'split', 'students', 'get', 'teaching', 'nt', 'would', 'recommend', 'taking', 'class']"
Farm makes college algebra into rocket science. He makes solving and explaining every problem way harder than it needs to be and never clearly outlines the steps. His tests are way harder than the homework and there is a 'learning tool' a.k.a. a quiz everyday in class. STAY AWAY! You'll regret taking this class and you don't even get credit for it.,"['farm', 'makes', 'college', 'algebra', 'rocket', 'science', 'makes', 'solving', 'explaining', 'every', 'problem', 'way', 'harder', 'needs', 'never', 'clearly', 'outlines', 'steps', 'tests', 'way', 'harder', 'homework', 'learning', 'tool', 'aka', 'quiz', 'everyday', 'class', 'stay', 'away', 'regret', 'taking', 'class', 'nt', 'even', 'get', 'credit']"
"Mr. Farm was always willing to help, he just requires you put in the work.  I was never a fan of math until I took his class. You can ask him fifty questions and he will do his best to answer you. Depending on the class he does lots of assignments or little quizes. I would highly recommend him. Attendance is not required but helps a lot!","['mr', 'farm', 'always', 'willing', 'help', 'requires', 'put', 'work', 'never', 'fan', 'math', 'took', 'class', 'ask', 'fifty', 'questions', 'best', 'answer', 'depending', 'class', 'lots', 'assignments', 'little', 'quizes', 'would', 'highly', 'recommend', 'attendance', 'required', 'helps', 'lot']"
"Taught as if we already knew what he was teaching. Did not notice when the class was really confused. Very nice guy, total geek which made him so likeable.","['taught', 'already', 'knew', 'teaching', 'notice', 'class', 'really', 'confused', 'nice', 'guy', 'total', 'geek', 'made', 'likeable']"
"I only went to class the first day and the days of the tests and passed.  It is possible to not attend and pass if you just look in the book and practice a few problems before the tests. After all, attendance is not taken and you get no credits for taking math 102.","['went', 'class', 'first', 'day', 'days', 'tests', 'passed', 'possible', 'attend', 'pass', 'look', 'book', 'practice', 'problems', 'tests', 'attendance', 'taken', 'get', 'credits', 'taking', 'math']"
